alias,symbol
AC073534.2,LINC03085
AC073585.2,FAM24B
AC073585.4,FAM24A
AC074117.1,GTF3C2-AS2
AC074117.10,GTF3C2-AS2
AC078778.1,SCAT2
AC078788.1,LINC03109
AC078883.3,ITGA6-AS1
AC079035.1,MON2-AS1
AC079061.1,SYBU-AS1
AC079135.1,GBX2-AS1
AC079360.1,TIALD
AC079466.1,ERVE-5
AC079630.2,LINC02471
AC079630.2,LINC02555
AC079767.4,LINC01857
AC079776.2,LINC02572
AC083837.1,LINC02605
AC084727.4,FAM170B
AC090114.2,LINC03072
AC090197.1,LOXL2-AS1
AC090559.1,SLC39A13-AS1
AC090625.2,SLC1A2-AS2
AC090771.2,LINC03111
AC090912.1,RBBP8-AS1
AC091729.7,CHLSN-AS1
AC091814.2,LINC02470
AC092159.2,TMEM18-DT
AC092171.5,LINC03073
AC092198.1,LINC03053
AC092490.1,LINC02972
AC092535.4,SPON2-AS1
AC092620.3,LINC02631
AC092683.1,APPAT
AC092834.1,PPARGC1A-AS1
AC093001.1,TM4SF18-AS1
AC093609.1,LINC02580
AC093797.1,SORBS2-AS1
AC096655.1-002,GACAT1
AC096677.1,CSRP1-AS1
AC099850.3,PRR11-AS1
AC099850.4,PRR11-AS1
AC1,ADCY1
aC1,LINC01587
AC100826.1,LINC03137
AC103563.8,MAL-AS1
AC103746.1,SCDAL
AC103760.1,WWP1-AS1
AC104041.1,LINC01418
AC104135.4,LINC01291
AC104653.1,ACTR3-AS1
AC104958.2,SNTB1-AS1
AC107464.2,PCGF3-AS2
AC107464.2,YAP1-DT
AC110611.2,EXOC1-AS1
AC110995.1,LINC03070
AC115837.2,LINC03071
AC125603.2,LINC03088
AC125616.1,CABP1-DT
AC129507.1,RPH3AL-AS1
AC131009.1,PUS1-AS1
AC133,PROM1
AC133552.2,LCMT1P1
AC141928.1,LINC02600
AC145110.1,LINC02099
AC145207.5,LINC03149
AC156455.1,LINC02985
AC19,POLR1D
AC2,ADCY2
AC3,ADCY3
AC3-33,C3orf33
AC4,ADCY4
AC40,POLR1C
Ac45,ATP6AP1
AC5,ADCY5
AC6,ADCY6
AC7,ADCY7
AC8,ADCY8
AC9,ADCY9
ACA1,SNORA1
ACA10,SNORA10
ACA11,SCARNA22
ACA12,SCARNA23
ACA13,SNORA13
ACA14a,SNORA14A
ACA14b,SNORA14B
ACA15,SNORA15
ACA16,SNORA16A
ACA17,SNORA17A
ACA18,SNORA18
ACA19,SNORA19
ACA20,SNORA20
ACA21,SNORA21
ACA22,SNORA22
ACA23,SNORA23
ACA24,SNORA24
ACA25,SNORA25
ACA26,SCARNA4
ACA27,SNORA27
ACA28,SNORA28
ACA29,SNORA29
ACA2A,SNORA2A
ACA2b,SNORA2B
ACA3,SNORA3A
ACA3-2,SNORA3B
ACA30,SNORA30
ACA31,SNORA31
ACA32,SNORA32
ACA33,SNORA33
ACA34,SNORA2C
ACA35,SCARNA1
ACA36,SNORA36A
ACA36b,SNORA36B
ACA37,SNORA37
ACA38,SNORA38
ACA39,SNORA71E
ACA4,SNORA4
ACA40,SNORA40
ACA41,SNORA41
ACA42,SNORA80E
ACA43,SNORA17B
ACA44,SNORA44
ACA45,SCARNA15
ACA46,SNORA46
ACA47,SCARNA16
ACA48,SNORA48
ACA49,SNORA49
ACA5,SNORA5A
ACA50,SNORA50A
ACA51,SNORA51
ACA52,SNORA52
ACA53,SNORA53
ACA54,SNORA54
ACA55,SNORA55
ACA56,SNORA56
ACA57,SCARNA11
ACA58,SNORA58
ACA59,SNORA59A
ACA59,SNORA59B
ACA5A/B/C,SNORA5A
ACA5b,SNORA5B
ACA5c,SNORA5C
ACA6,SNORA6
ACA60,SNORA60
ACA61,SNORA61
ACA62,SNORA50C
ACA63,SNORA77
ACA64,SNORA78
ACA65,SNORA79
ACA66,SCARNA20
ACA67,SNORA80A
ACA67B,SNORA80B
ACA68,SCARNA21
ACA7,SNORA7A
ACA7B,SNORA7B
ACA8,SNORA8
ACA9,SNORA9
ACAA,ACAA1
ACAC,ACACA
Acac1,ACACA
ACACAD,ACACA
ACACalpha,ACACA
ACACbeta,ACACB
ACACT,SOAT1
ACACT2,SOAT2
ACAD-11,ACAD11
ACAD-8,ACAD8
ACAD1,ACADM
ACAD2,IVD
ACAD3,ACADS
ACAD4,ACADL
ACAD5,GCDH
ACAD6,ACADVL
ACAD7,ACADSB
ACAM,CLMP
ACAP4,ASAP3
ACAS2,ACSS2
ACAS2L,ACSS1
ACAT,ACAT1
ACAT,CES1
ACAT,SOAT1
ACAT-1,SOAT1
ACAT1,SOAT1
ACAT2,SOAT2
ACATE2,ACOT9
ACATN,SLC33A1
ACBD1,DBI
ACBD2,ECI2
ACBP,CPN2
ACBP,DBI
ACC,ACACA
ACC,BMS1
ACC-1,BCL2A1
ACC-2,BCL2A1
ACC-4,CTSH
ACC-5,CTSH
ACC-6,HMSD
ACC-alpha,ACACA
ACC-beta,ACACB
ACC1,ACACA
ACC1,BCL2A1
ACC2,ACACB
ACC2,BCL2A1
ACC4,CTSH
ACC5,CTSH
ACC6,HMSD
ACCA,ACACA
ACCA,GPR3
ACCalpha,ACACA
ACCB,ACACB
ACCbeta,ACACB
ACCES,UBA2
ACCIID,PPP3CA
ACCN,ASIC2
ACCN1,ASIC2
ACCN2,ASIC1
ACCN3,ASIC3
ACCN4,ASIC4
ACCN5,ASIC5
ACCPN,SLC12A6
ACDase,ASAH1
ACDC,ADIPOQ
ACDCR1,ADIPOR1
ACDCR2,ADIPOR2
ACDMPV,FOXF1
ACDP1,CNNM1
ACDP2,CNNM2
ACDP3,CNNM3
ACDP4,CNNM4
ACE1,ACE
ACE3,ACE3P
ACECS,ACSS2
ACECS1,ACSS1
AceCS1,ACSS2
AceCS2L,ACSS1
ACED,FOSL2
ACEE,ACHE
ACEH,ACE2
ACF,A1CF
ACF1,BAZ1A
ACF64,A1CF
ACF65,A1CF
ACF7,MACF1
ACG,DOCK11
ACG1A,TRIP11
ACG2,COL2A1
ACGNAT,GLYAT
ACH,FGFR3
ACH1,ACOT7
ACH2,ACOT1
ACHAP,CUTA
acheron,LARP6
ACHM1,CNGB3
ACHM2,CNGA3
ACHM3,CNGB3
ACHM4,GNAT2
ACHM5,PDE6C
ACHM6,PDE6H
ACHM7,ATF6
ACHN,LARP6
ACHP,LMBR1
ACHPS,BUD13
ACHRA,CHRNA1
ACHRB,CHRNB1
ACHRD,CHRNA1
ACHRD,CHRND
ACHRE,CHRNE
ACHRG,CHRNG
ACID1,MED25
ACID2,PTOV1
ACIL,SNHG29
ACINUS,ACIN1
ACIX,ADCY9
ACK,TNK2
ACK-1,TNK2
ACK1,TNK2
ACKR5,CCRL2
ACKR6,PITPNM3
ACL,ACLY
ACLP,AEBP1
ACLS,GLI3
ACLS,KIF7
ACLSD,IGFALS
ACLY-BP,LINC00887
ACMICD,FBN1
ACN,ACIN1
ACN,NF2
ACN9,SDHAF3
ACNINV2,PSENEN
ACNINV3,PSEN1
ACO,KLK15
ACO3,IREB2
ACOD4,SCD5
ACOGS,CDH2
ACONM,ACO2
ACONS,ACO1
ACOT15,THEM5
ACOT7L,LOC344967
ACOX,ACOX1
ACOX4,ACOXL
ACP,CPAT1
ACP,NDUFAB1
ACP-3,ACP3
ACP1,NDUFAB1
ACP33,SPG21
ACPA,PRTN3
ACPD,HOMER2
ACPH,APEH
ACPHD,DNAJC3
ACPIN1,FAM220A
ACPL,IL18RAP
ACPL1,ACP6
ACPL2,PXYLP1
ACPP,ACP3
ACPS,AASDHPPT
ACPT,ACP4
ACR1,PRDX5
ACRC,GCNA
ACRDYS1,PRKAR1A
ACRDYS2,PDE4D
Acrg,COMMD6
ACRP,CTNNAL1
ACRP,SPAG7
ACRP30,ADIPOQ
ACS,ACCS
ACS,ACSS2
ACS,PLA2G15
ACS1,ACSL1
ACS2,ACSL5
ACS2,ACSL6
ACS3,ACSL3
ACS3,TWIST1
ACS4,ACSL4
ACS5,ACSL5
ACSA,ACSS2
ACSB,SLC27A5
ACSF1,AACS
ACSF4,AASDH
ACSM2,ACSM2A
ACSM2,ACSM2B
ACSMW,ACSF2
ACSVL1,SLC27A2
ACSVL2,SLC27A6
ACSVL3,SLC27A3
ACSVL4,SLC27A4
ACSVL5,SLC27A1
ACSVL6,SLC27A5
ACT,ACOT7
ACT,ACTBL2
ACT,ACTG1
ACT,ACTG2
ACT,FHL5
ACT,POTEKP
ACT,POTEM
ACT,SERPINA3
Act-2,CCL4
ACT1,TRAF3IP2
ACT1GP1,ACTG1P1
ACT2,CCL4
ACT35,TNFRSF4
ACTA,ACTA1
ACTA3,ACTG2
ACTB,POTEF
ACTBL1,POTEG
ACTBL1,POTEH
ACTBL3,POTEKP
ACTBP13,ACTL11P
ACTBP2,ACTBP8
ACTC,ACTC1
ACTDP,DSTN
ACTE,ACTG2
ACTFS,MDM2
ACTG,ACTG1
ACTGP1,ACTG1P1
ACTGP10,ACTG1P10
ACTGP2,ACTG1P2
ACTGP3,ACTG1P3
ACTGP4,ACTG1P4
ACTGP5,ACTBP12
ACTGP6,ACTG1P6
ACTGP7,ACTG1P7
ACTGP8,ACTG1P8
ACTGP9,ACTG1P9
ACTH,POMC
ACTHR,MC2R
ACTININ-4,ACTN4
activin,INHBE
ACTL1,ACTG1P10
ACTL2,ACTG1P2
ACTL3,ACTG2
ACTL6,ACTL6A
ACTL6,ACTL6B
ACTN1-AS1,ACTN1-DT
ACTN3D,ACTN3
ACTP1,ACTG1P10
ACTR,NCOA3
ActR-IIB,ACVR2B
ACTR11,ACTR10
ACTRI,ACVR1
ACTRIB,ACVR1B
ACTRII,ACVR2A
ACTRIIB,ACVR2B
ACTSA,ACTA2
ACTSG,ACTG2
ACUG,NOD2
ACV,ITPR1
ACVR1A,ACVR1
ACVR2,ACVR2A
ACVRIP1,MAGI2
ACVRLK1,ACVRL1
ACVRLK2,ACVR1
ACVRLK3,BMPR1A
ACVRLK4,ACVR1B
ACVRLK4,TGFBR1
ACVRLK7,ACVR1C
ACY-1,ACY1
ACY-3,ACY3
ACY1D,ACY1
ACY1L,CCDC102B
ACY1L2,PM20D2
ACY2,ASPA
ACYL3P,OACYLP
ACYM,ACYP2
ACYP,ACYP2
ACYPE,ACYP1
ACZ,PCLO
AD-003,NTMT1
AD-004,AK6
AD-004,TAF9
AD-005,CNOT1
AD-015,SELENOS
AD-017,GLT8D1
AD-018,DPH5
AD-020,TMEM167B
AD-FSP,ATL1
AD002,CWC15
AD013,CHD9
AD021,GASK1B
AD022,TDP2
AD023,MIF4GD
AD024,SPC25
AD025,PLGRKT
AD026,ADORA3
AD026,TMIGD3
AD029,GPALPP1
AD031,ARHGAP42
AD034,RIOK1
AD035,GBA2
AD036,GASK1B
AD037,RASSF4
AD1,APP
AD1,CD63
AD10,ADAM10
AD158,LRRC8C
AD17,TREM2
AD18,ADAM10
AD19,PLD3
AD2,APOE
AD2,NBPF1
AD24,NOC3L
AD3,PSEN1
AD3,TBC1D8
AD3L,PSEN2
AD4,PSEN2
AD4BP,NR5A1
AD9,ABCA7
ADA1,ADA
ADA1,TADA1
ADA2,TADA2A
ADA2(beta),TADA2B
ADA2A,TADA2A
ADA2B,TADA2B
ADA3,TADA3
ADABP,DPP4
ADAI,ENAM
ADAL,MAPDA
ADAM 21,ADAM21
ADAM 22,ADAM22
ADAM 28,ADAM28
ADAM 7,ADAM7
ADAM-7,ADAM7
ADAM-TS 11,ADAMTS5
ADAM-TS 5,ADAMTS5
ADAM-TS 6,ADAMTS6
ADAM-TS 7,ADAMTS7
ADAM-TS10,ADAMTS10
ADAM-TS13,ADAMTS13
ADAM-TS2,ADAMTS2
ADAM-TS20,ADAMTS20
ADAM-TS5,ADAMTS5
ADAM-TS6,ADAMTS6
ADAM-TS7,ADAMTS7
ADAM-TS8,ADAMTS8
ADAM1,ADAM1A
ADAM12-OT1,ADAM12
ADAM18,ADAM17
ADAM1P,ADAM1A
ADAM21P,ADAM21P1
ADAM23,ADAM28
ADAM24,ADAM24P
ADAM27,ADAM18
ADAM3,ADAM3A
ADAM31,ADAM21
ADAM5P,ADAM5
ADAMTS-10,ADAMTS10
ADAMTS-11,ADAMTS5
ADAMTS-13,ADAMTS13
ADAMTS-2,ADAMTS2
ADAMTS-2,ADAMTS4
ADAMTS-20,ADAMTS20
ADAMTS-3,ADAMTS2
ADAMTS-4,ADAMTS3
ADAMTS-4,ADAMTS4
ADAMTS-5,ADAMTS5
ADAMTS-6,ADAMTS6
ADAMTS-7,ADAMTS7
ADAMTS11,ADAMTS5
ADAMTS16s,ADAMTS16
ADAMTS21,ADAMTS18
ADAMTS7P2,ADAMTS7P1
ADAMTSL-1,ADAMTSL1
ADAMTSL-2,ADAMTSL2
ADAMTSL-3,ADAMTSL3
ADAMTSL-4,ADAMTSL4
ADAMTSL-6,THSD4
ADAMTSL6,THSD4
ADAMTSR1,ADAMTSL1
ADANE,RANBP2
ADAP,FYB1
ADAP-S,AGPS
ADAP100,AKAP6
ADAP6,AKAP6
ADAPT78,RCAN1
ADAR1,ADAR
ADAR2,ADARB1
ADAR2a,ADARB1
ADAR2a-L1,ADARB1
ADAR2a-L2,ADARB1
ADAR2a-L3,ADARB1
ADAR2b,ADARB1
ADAR2c,ADARB1
ADAR2d,ADARB1
ADAR2g,ADARB1
ADAR3,ADARB2
ADAS,AGPS
ADB2,ITGAD
ADC,AZIN2
ADC,GADL1
ADCA,PDYN
ADCAD1,MEF2A
ADCAD2,LRP6
ADCADN,DNMT1
ADCAII,ATXN7
ADCK3,COQ8A
ADCK4,COQ8B
ADCL1,ELN
ADCL2,FBLN5
ADCL3,ALDH18A1
ADCME,STARD7
ADCP2,DPP4
ADCY3,ADCY8
ADDA,ADD1
ADDB,ADD2
ADDH,POLR3A
addicsin,ARL6IP5
ADDL,ADD3
ADE2,PAICS
ADE2H1,PAICS
ADEH,ADSS2
ADERM,SMARCAD1
ADF,DSTN
ADF,GSN
ADFP,PLIN2
ADG-90,GFOD1
ADGF,ADA2
ADGRC1,CELSR1
ADGRC2,CELSR2
ADGRC3,CELSR3
ADGRF2,ADGRF2P
ADH,AVP
ADH-2,ADH4
ADH-3,ADH5
ADH-4,ADH7
ADH-5,ADH6
ADH1,ADH1A
ADH2,ADH1B
ADH3,ADH1C
ADH4,ADH7
ADH5B,ADH5P4
ADH8,ADHFE1
adhalin,SGCA
ADHAPS,AGPS
ADHD7,TPH2
ADHD8,CDH2
ADHR,AVPR2
ADHR,FGF23
ADHX,ADH5
ADINR,CEBPA-DT
ADIP,SSX2IP
ADIPOLIN,C1QTNF12
adiponectin,ADIPOQ
adiponutrin,PNPLA3
ADIPQTL1,ADIPOQ
ADIPSIN,CFD
ADIR,TOR3A
ADIR2,NUP98
ADIR2,TOR3A
ADK,AK1
Adk1,AK1
ADK2,AK2
ADL,SGCA
ADLD,LMNB1
ADLDAT,LMNB1
ADLDWA,CST3
ADLI,ASPRV1
ADLICANP,MXRA5Y
ADLTE,LGI1
ADMCKD,MUC1
ADMCKD1,MUC1
ADMCKD2,UMOD
ADMD,ELOVL4
ADMFD,ITCH
ADMIDX,DOCK11
ADMIO,STAT3
ADMIO1,STAT3
ADMIO2,ZAP70
ADMIO3,CBLB
ADMIO4,PDCD1
ADMIO5,CD274
ADMLX,ANOS1
ADMLY,ANOS2P
ADMP,SPTSSB
ADMP-1,ADAMTS4
ADMP-2,ADAMTS5
ADMR,ACKR5
ADN,CFD
ADNIV,CAPN5
ADNP1,ADNP
ADO15,SELENOS
AdoHcyase,AHCY
ADOHCYASE3,AHCYL2
ADOHR,PRKAR1A
ADOMETDC,AMD1
adoplin-2,ORMDL2
ADORA2,ADORA2A
ADORA2,ADORA2B
ADORA2BP,ADORA2BP1
ADP,WDTC1
ADP-GK,ADPGK
ADPAEF,LGI1
ADPEAF,LGI1
ADPG,MPG
ADPG-R,P2RY12
AdPLA,PLAAT3
ADPN,ADIPOQ
ADPN,PNPLA3
ADPRC 1,CD38
ADPRC1,CD38
ADPRHL2,ADPRS
ADPRT,PARP1
ADPRT 1,PARP1
ADPRT1,PARP1
ADPRT2,PARP2
ADPRT3,PARP3
ADPRTL1,PARP4
ADPRTL1P,PARP4P1
ADPRTL2,PARP2
ADPRTL2,PARP3
ADPRTL3,PARP2
ADPRTL3,PARP3
ADPRTL4,PARP4P3
ADPRTP1,PARP1P1
ADPRTP2,PARP1P2
ADPS,AGPS
ADPSP,SPAST
ADR,AKR1B1
ADR,FDXR
ADRA1,ADRA1B
ADRA1,ADRA1D
ADRA1A,ADRA1D
ADRA1C,ADRA1A
ADRA1L1,ADRA1A
ADRA1R,ADRA1D
ADRA2,ADRA2A
ADRA2L1,ADRA2B
ADRA2L2,ADRA2C
ADRA2R,ADRA2A
ADRA2RL1,ADRA2B
ADRA2RL2,ADRA2C
ADRACALA,AAAS
ADRACALIN,AAAS
ADRAR,ADRA2A
ADRARL1,ADRA2B
ADRARL2,ADRA2C
ADRB1R,ADRB1
ADRB2R,ADRB2
ADRB2RL1,HTR1A
ADRBK1,GRK2
ADRBK2,GRK3
ADRBR,ADRB2
ADRBRL1,HTR1A
adrenoleukodystrophy,ABCD1
ADRP,PLIN2
Adrx,PRXL2A
ADSA,RNF170
ADSD,PDE8B
ADSD2,PDE10A
ADSF,RETN
ADSS,ADSS2
ADSS 2,ADSS2
ADSSL1,ADSS1
ADTAA,AP2A1
ADTAB,AP2A2
ADTB1,AP1B1
ADTB1L1,AP1B1P1
ADTB1L2,AP1B1P2
ADTB2,AP2B1
ADTB3,AP3B1
ADTB3A,AP3B1
ADTD,AP3D1
ADTG,AP1G1
ADTKD1,UMOD
ADTKD2,MUC1
ADTKD3,HNF1B
ADTKD4,REN
ADTKD5,SEC61A1
ADTKD6,APOA4
ADVIL,AVIL
ADWH,KRT74
ADX,FDX1
ADXP1,FDX1P1
ADXR,FDXR
AE01,NBPF9
AE1,SLC4A1
AE2,NBPF3
AE2,SLC4A2
AE3,SLC4A3
AE4,SLC4A9
AE5,NBPF14
AEACEI,XPNPEP2
AEG-1,MTDH
AEG1,MTDH
Aeg2,CRISP3
AEGL1,CRISP1
AEGP,MAMDC4
AEI2,KRT1
AEMK,KCNA1
AEP,LGMN
AEP1,SPATA31A7
AEP2,SPATA32
AEPLC,BACE2
AER61,EOGT
AERRIE,LINC01013
AES,TLE5
AES-1,TLE5
AES-2,TLE5
AEZ,SLC39A4
AF,KLHL17
AF,PSMD4
AF-1,IFNGR2
AF-1,PSMD4
AF-1P,EPS15
AF-4,AFF1
AF-6,AFDN
AF-9,MLLT3
AF020591,ZNF544
AF1,EFNA5
AF10,MLLT10
AF117829.1,PARAIL
AF131216.3,TDH-AS1
AF131217.1,LINC03138
AF15Q14,KNL1
AF17,MLLT6
AF178030.2,TRPS1-AS1
AF17q25,SEPTIN9
AF1P,EPS15
AF1Q,MLLT11
AF3P21,NCKIPSD
AF4,AFF1
AF4p12,FRYL
AF5alpha,CENPK
AF5Q31,AFF4
AF6,AFDN
AF6q21,FOXO3
AF9,MLLT3
AF9Q34,DAB2IP
AFABP,FABP4
AFAF,EQTN
AFAP,AFAP1
AFAP-110,AFAP1
AFAP1-AS,AFAP1-AS1
AFAP110,AFAP1
AFAP1AS,AFAP1-AS1
AFAR,AKR7A2
AFAR1,AKR7A2
AFAR2,AKR7A3
AFAR3,AKR7L
AFARP1,AKR7A2P1
AFB1-AR 3,AKR7L
AFB1-AR1,AKR7A2
AFB1-AR3,AKR7L
AFBP,IGFBP1
AFCP,CAPG
AFD1,SF3B4
AFDC1,ATAD1
AFDCIN,POLR1A
AFDN-AS1,AFDN-DT
AFF29,ZNF367
AFG1,AFG1L
AFG2,AFG2A
AFG3,AFG3L1P
AFG3L1,AFG3L1P
AFG3L2P,AFG3L2P1
AFGF,FGF1
AFI1A,DENND6A
AFI1B,DENND6B
AFND,ZSWIM6
AFP,TRIM26
AFPD,AFP
AFR1,ZHX2
AFRO,ADIRF
AFT,CMTR2
AFURS1,ATP13A3
AFX,FOXO4
AFX1,FOXO4
AG-2,AGR2
AG-3,AGR3
AG1,NBPF10
AG1,TXNDC12
AG2,AGR2
AG2,C11orf96
AG2S,AGTR1
AG3,AGR3
ag3,CD58
AG3,NBPF15
AGAP-1,AGAP1
AGAP-3,AGAP3
AGAP-4,AGAP4
AGAP-6,AGAP6
AGAP-7,AGAP7P
AGAP-8,AGAP4
AGAP-9,AGAP9
AGAP10,AGAP10P
AGAP14,AGAP14P
AGAP7,AGAP7P
AGAP8,AGAP4
AGAS,NAGS
AGAT,GATM
AGBK,KIF7
AGC1,ACAN
AGC1,SLC25A12
AGCAN,ACAN
AGD1,MIR100HG
AGD2,MIR4435-2HG
AGD3,C12orf75
AGE-R2,PRKCSH
AGEL,GSN
AGER1,DDOST
AGF,ANGPTL6
AGGG,NDUFB2
AGGRUS,PDPN
AGIF,IL11
AGKY1,AGKP1
AGLA546,PGAP3
AGM,IGFBP7
AGM1,IGHM
AGM1,PGM3
AGM10,SPI1
AGM2,IGLL1
AGM4,BLNK
AGM5,LRRC8A
AGM6,CD79B
AGM7,PIK3R1
AGM8,TCF3
AGM8A,TCF3
AGM8B,TCF3
AGM9,SLC39A7
AGMX1,BTK
AGMX2,SH3KBP1
AGO,FBXW7
AGO61,POMGNT2
AGOTC,PRRX1
AGP,ATP5MK
AGP-A,ORM1
AGP-B,ORM2
AGP-B',ORM2
AGP1,ANGPT1
AGP1,ORM1
AGP2,ORM2
AGP3,ATG3P1
AGP7,PRTN3
AGPA3119,DRAXIN
AGPAT 10,GPAT3
AGPAT10,GPAT3
AGPAT10,LPCAT1
AGPAT11,LPCAT2
AGPAT6,GPAT4
AGPAT7,LPCAT4
AGPAT8,GPAT3
AGPAT8,LCLAT1
AGPAT9,GPAT3
AGPAT9,LPCAT1
AGPG,ACTG1P25
AGPHD1,HYKK
AGPS,IFT70A-AS1
AGPT,ANGPT1
AGPT-1,ANGPT1
AGPT2,ANGPT2
AGR1,TXNDC12
AGR16,S1PR2
AGRIN,AGRN
AGRINL,EGFLAM
AGRNL,EGFLAM
AGRNR,DAG1
AGRT,AGRP
AGS,JAG1
AGS1,JAG1
AGS1,RASD1
AGS1,TREX1
AGS2,NOTCH2
AGS2,RNASEH2B
AGS3,GPSM1
AGS3,RNASEH2C
AGS4,GPSM3
AGS4,RNASEH2A
AGS5,SAMHD1
AGS6,ADAR
AGS7,IFIH1
AGS8,FNDC1
AGS8,LSM11
AGS9,RNU7-1
AgSK1,GOLGA2P10
AGSW,ASIP
AGT,AGXT
AGT-1,SLC7A13
AGT1,AGXT
AGT1,SLC7A13
AGT2,AGXT2
AGTAVPRL,NLRP3
AGTBP,NLN
AGTI,ASIP
AGTIL,ASIP
AGTR1A,AGTR1
AGTR1B,AGTR1
AGTRL1,APLNR
AGU,AGA
AGU1,PAPPA-AS2
AGU2,DANCR
AGX,UAP1
AGX1,UAP1
AGX2,UAP1
AGXT1,AGXT
AGXT2L1,ETNPPL
AGXT2L2,PHYKPL
AH,HCA1
AH,LIPH
AH2,ZRANB3
AHA1,AHSA1
AHA1,AHSA2P
AHAS,HACL2
AHC,NR0B1
AHC2,ATP1A3
AHCH,NR0B1
AHCP,FAM8A1
AHCTF1P,AHCTF1P1
AHD,JAG1
AHDS,SLC16A2
AHF,F8
AHH,AHRR
AHH,CYP1A1
AHHR,AHRR
AHI-1,AHI1
aHIF,HIF1A-AS2
AHMIO1,SLC11A2
AHMIO2,STEAP3
AHNAK1,AHNAK
AHNAKRS,AHNAK
AHO,GNAS
AHO3,HDAC4
AHRR,CYP1A1
AHS,AHSG
AHSA2,AHSA2P
AHUS1,CFH
AHUS2,CD46
AHUS3,CFI
AHUS4,CFB
AHUS5,C3
AHUS6,THBD
AHUS7,DGKE
AHUS8,C1GALT1C1
AHX,NR0B1
AI1A,LAMB3
AI1C,ENAM
AI1E,AMELX
AI1F,AMBN
AI1G,FAM20A
AI1H,ITGB6
AI1J,ACP4
AI1K,SP6
AI2A1,KLK4
AI2A2,MMP20
AI2A3,WDR72
AI2A4,ODAPH
AI2A5,SLC24A4
AI2A6,GPR68
AI3,FAM83H
AI3A,FAM83H
AI3B,AMTN
AI3C,RELT
AI4,DLX3
AIADK,NLRP1
AIAISD,COPA
AIARV,TBK1
AIB,ANIB1
AIB-1,NCOA3
AIB1,ANIB1
AIB1,NCOA3
AIB2,ANIB2
AIB3,ANIB3
AIB3,NCOA6
AIBC1,BCAS1
AIBP,AUNIP
AIBP,NAXE
AIBP63,HPS5
AIBP80,REV1
AIBZIP,CREB3L4
AICAR,ATIC
AICARFT,ATIC
AICL,CLEC2B
AICZC,PSTPIP1
AID,AICDA
AIDA,ANKS1B
AIDA-1,ANKS1B
AIDD,DCD
AIE-75,USH1C
AIE2,AURKC
AIEBP,USHBP1
AIED,CACNA1F
AIEFL,RIPK1
AIF,AIFM1
AIF-1,AIF1
AIF3BL3,RELA
AIF4,ITCH
AIFBL1,TNFAIP3
AIFBL2,ELF4
AIFEC,NLRC4
AIFID,SHARPIN
AIFL,AIFM3
AIG-1,AIG1
AIG1L,ADTRP
AIG6,FKBP5
AIGF,FGF8
AIGFS,FAM20A
AIGP1,SERINC3
AIH1,AMELX
AIH2,ENAM
AII,NLRP3
AIID,FOXP3
AIIDE,JAK1
AIK,AURKA
AIK2,AURKB
AIK3,AURKC
AILIM,ICOS
AILJK,COPA
AIM,CD5L
AIM,CD69
AIM,DNMT1
AIM-1,AURKB
AIM-1,SLC45A2
AIM1,AURKB
AIM1,CRYBG1
AIM1,SLC45A2
AIM1L,CRYBG2
AIM29,C2orf76
AIMAH1,GNAS
AIMAH2,ARMC5
AIMAH3,KDM1A
AIMP3,EEF1E1
AIMTBS,PDCD1
AIO,IKZF3
AIOLOS,IKZF3
AIP,AURKAIP1
AIP-1,ABI2
AIP-1,DAB2IP
AIP-1,MAGI2
aip-2,ATL2
AIP-3,MAGI1
AIP-6,ARL6IP6
AIP1,ABI2
AIP1,ACTRT1
AIP1,ARL6IP1
AIP1,BIRC3
AIP1,DAB2IP
AIP1,MAGI2
AIP1,PDCD6IP
AIP1,WDR1
AIP2,WWP2
AIP3,MAGI1
AIP4,ITCH
AIP5,WWP1
AIP6,ARL6IP6
AIP70,IRAK1BP1
AIPC,PDZD2
AIPCS,DNASE2
AIPCV,HCK
AIPDS,OTULIN
AIPDSA,OTULIN
AIPL2,AIPL1
aiPLA2,PRDX6
AIPP1,PDZD11
AIR,AIRN
AIR1,ZCCHC7
AIRAP,ZFAND2A
AIRAPL,ZFAND2B
AIRC,PAICS
AIRE1,AIRE
AIRM-1,SIGLEC7
AIRM1,SIGLEC7
AIRP,NT5C1B
AIRP,NT5C1B-RDH14
AIRS,GART
AIS,AR
AIS,IS1
AIS,TP63
AIS1,FOXD3
AIS1,IS1
AIS2,IS2
AIS5,CELIAC6
AIS6,SIAE
AISBL,TNFAIP3
AISIMD,SOCS1
AIT,SLC5A8
AITD3,TG
AITD3,ZFAT
AITR,TNFRSF18
AITRL,TNFSF18
ajm-1,AJM1
AK,ADK
AK 4,AK4
AK 7,AK7
AK 8,AK8
AK 9,AK9
AK001796,MIR4435-2HG
AK023948,PTCSC1
AK096159,PGM5P2
AK096174,LINC01089
AK124326,ARHGAP42-AS1
AK127244,NRXN1-DT
AK155,IL26
AK2B,AK2P1
AK3,AK4
AK38,LPA
AK3L1,AK3
AK3L1,AK4
AK3L2,AK4
AK3L2,AK4P3
AK3L2P,AK4P3
AK3P1,AK4P1
AK6,AK3
AK6,AK5
AKA,NEUROG1
AKAP,AKAP1
AKAP 110,AKAP3
AKAP 82,AKAP4
AKAP 95,AKAP8
AKAP-10,AKAP10
AKAP-11,AKAP11
AKAP-13,AKAP13
AKAP-17A,AKAP17A
AKAP-4,AKAP4
